Participant information: First name,Participant information: Last name,Participant information: Gender,Participant information: Student cell phone,Participant information: Residence hall,Participant information: Room number,Contact information: Student’s phone number,Parent/guardian information: First name,Parent/guardian information: Last name,Parent/guardian information: Primary phone,Parent/guardian information: Relationship,Parent/guardian information: Parent/guardian primary language,Parent/guardian 2 information: First name,Parent/guardian 2 information: Last name,Parent/guardian 2 information: Relationship,Parent/guardian 2 information: Parent/guardian cell phone,Parent/guardian 2 information: Parent/guardian primary language,Photo upload and roommate request: Pacific id: Your pacific id,Program,Schedule,Tuition,Participant ID,Participant external ID
John155,johnson156,Male,9165406002,Grace Covell Hall 3,GCH-0355A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69cdabf0785117639a8270c0,510008557
John156,johnson157,Female,9165827893,Grace Covell Hall 2,GCH-0239B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69c5da00130f82c1954ba267,510008556
John157,johnson158,Female,2099694017,Jessie Ballantyne Hall 3,JEB-0327A,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69c7524ce15787556850451e,510008555
John158,johnson159,Male,2097419778,Grace Covell Hall 3,GCH-0319B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69ccab1e204b091ee9016e4d,510008553
John159,johnson160,Female,2096414848,Grace Covell Hall 2,GCH-0272A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69cca4d5204b091ee9016856,510008552
John160,johnson161,Male,2097765355,Grace Covell Hall 3,GCH-0383B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69cca094204b091ee9016492,510008551
John161,johnson162,Female,2096167424,Grace Covell Hall 1,GCH-0182B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,69cc9f50204b091ee901633e,510008550
John162,johnson163,Female,2098982419,Grace Covell Hall 2,GCH-0279B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69c304b27317ad3267493655,510008549
John163,johnson164,Female,2094691300,Grace Covell Hall 1,GCH-0115B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,69cc948c204b091ee901557b,510008548
John164,johnson165,Male,5107532025,Grace Covell Hall 3,GCH-0381B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69cc8f58204b091ee9015357,510008547
John165,johnson166,Female,2096797810,Jessie Ballantyne Hall 3,JEB-0326A,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69cc6d04bc64d3303e52c2f2,510008546
John166,johnson167,Female,9519722191,Jessie Ballantyne Hall 3,JEB-0327B,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69cc6a7a204b091ee9014716,510008545
John167,johnson168,Male,2095945642,Wemyss Hall 3,WEM-0313A,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,69cb5fcb1a0222e8b1a6eb95,510008544
John168,johnson169,Male,7078880881,Price House 3,PRH-0305B,,,,,,,,,,,,,Price House 3,Session 1,Housing,69cb46bb1a0222e8b1a6e8ea,510008543
John169,johnson170,Female,2093668379,Jessie Ballantyne Hall 3,JEB-0326B,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69c3290b911f61e5dc11f17a,510008542
John170,johnson171,Female,2095967038,Grace Covell Hall 2,GCH-0224B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69b0db330c17e2880240876f,510008541
John171,johnson172,Male,2095177361,Grace Covell Hall 3,GCH-0381A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69c8bda5cf56d7feefa52338,510008534
John172,johnson173,Female,2098088407,Grace Covell Hall 1,GCH-0182A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,69c76beb46436371ea63c6b5,510008531
John173,johnson174,Male,2096703742,Grace Covell Hall 3,GCH-0372B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69c712f1022afa75d4f83c7b,510008526
John174,johnson175,Male,9167479509,Grace Covell Hall 3,GCH-0326A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69c612f9130f82c1954bab9d,510008518
John175,johnson176,Male,2095616750,Price House 3,PRH-0303B,,,,,,,,,,,,,Price House 3,Session 1,Housing,69c5f2d5022afa75d4f80c34,510008511
John176,johnson177,Male,2092425159,Price House 3,PRH-0303A,,,,,,,,,,,,,Price House 3,Session 1,Housing,68021b96d359bcf452cfdac3,510008510
John177,johnson178,Female,2094258716,Grace Covell Hall 1,GCH-0170A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,69c599d1130f82c1954b9787,510008496
John178,johnson179,Male,2093071079,Grace Covell Hall 3,GCH-0319A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69c5856b130f82c1954b93ea,510008492
John179,johnson180,Female,2093039350,Eiselen House 2,EIS-0218A,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,69c54fbc3937325b80bf311d,510008487
John180,johnson181,Female,2096881922,Jessie Ballantyne Hall 3,JEB-0325A,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,679ffe36502c935e9384bf1c,510008485
John181,johnson182,Female,2096937049,Grace Covell Hall 2,GCH-0210B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69c0aa58f263e3e977ead91f,510008475
John182,johnson183,Male,2134352935,Grace Covell Hall 3,GCH-0300A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69c06927917aa4960818900c,510008474
John183,johnson184,Male,3108823119,Grace Covell Hall 3,GCH-0300B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69c06873f263e3e977eacdd1,510008473
John184,johnson185,Male,9162200037,Wemyss Hall 3,WEM-0304A,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,69c049f8a50ead17bc81f9ee,510008472
John185,johnson186,Female,2097154454,Grace Covell Hall 2,GCH-0297A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69c01690f263e3e977eac43d,510008471
John186,johnson187,Male,4088937493,Grace Covell Hall 3,GCH-0369A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69bef7d85b049567cfed28c6,510008469
John187,johnson188,Male,2098981799,Grace Covell Hall 3,GCH-0377A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69be2559ed7868bf0edc916f,510008466
John188,johnson189,Male,2099189199,Wemyss Hall 3,WEM-0314A,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,69ba11dce9377d9b278d21ea,510008463
John189,johnson190,Male,2098714081,Grace Covell Hall 3,GCH-0307A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69bcd995ed7868bf0edc5ea9,510008462
John190,johnson191,Female,9165726719,Grace Covell Hall 1,GCH-0185A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,69bcccca8622d2185c89017e,510008461
John191,johnson192,Female,2094029491,Jessie Ballantyne Hall 3,JEB-0324B,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69bcc01ced7868bf0edc5b98,510008460
John192,johnson193,Female,2092259992,Jessie Ballantyne Hall 2,JEB-0204B,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,69bcb5348622d2185c88fea1,510008459
John193,johnson194,Female,2092197000,Jessie Ballantyne Hall 3,JEB-0324A,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69bcadc58622d2185c88fc0c,510008458
John194,johnson195,Male,2099153911,Wemyss Hall 3,WEM-0305B,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,69bc9db78622d2185c88f655,510008456
John195,johnson196,Female,2093070498,Jessie Ballantyne Hall 3,JEB-0323B,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69bc8f77695d4e14b0a95e67,510008454
John196,johnson197,Male,2096629193,Grace Covell Hall 3,GCH-0335B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69bc64fbf03387d162fdb86c,510008451
John197,johnson198,Female,2096027573,Jessie Ballantyne Hall 1,JEB-0127A,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,69bb7f47a64d9cd3046c4ca3,510008450
John198,johnson199,Male,2096871006,Wemyss Hall 2,WEM-0213A,,,,,,,,,,,,,Wemyss Hall 2,Session 1,Housing,69bc3d35695d4e14b0a93849,510008449
John199,johnson200,Male,2096046522,Wemyss Hall 3,WEM-0305A,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,69bc32d2695d4e14b0a93402,510008447
John200,johnson201,Female,2094947364,Grace Covell Hall 1,GCH-0168B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,69bb5d0fa64d9cd3046c3f1f,510008446
John201,johnson202,Male,2098986583,Price House 3,PRH-0302A,,,,,,,,,,,,,Price House 3,Session 1,Housing,69bb8ea0a64d9cd3046c50cf,510008443
John202,johnson203,Female,2099901364,Jessie Ballantyne Hall 3,JEB-0323A,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69bb5c49a64d9cd3046c3ebf,510008442
John203,johnson204,Male,2099153006,John Ballantyne Hall 1,JOB-0110A,,,,,,,,,,,,,John Ballantyne Hall 1,Session 1,Housing,69bb8a3ca64d9cd3046c5001,510008441
John204,johnson205,Male,2098163803,Price House 2,PRH-0216A,,,,,,,,,,,,,Price House 2,Session 1,Housing,69bb86eca64d9cd3046c4f37,510008439
John205,johnson206,Male,2094062461,Price House 3,PRH-0302B,,,,,,,,,,,,,Price House 3,Session 1,Housing,69bb842ca64d9cd3046c4e3c,510008438
John206,johnson207,Female,6098470473,Jessie Ballantyne Hall 3,JEB-0321A,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69bb7481a64d9cd3046c4900,510008434
John207,johnson208,Female,2096624405,Grace Covell Hall 2,GCH-0223B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69bb489aa64d9cd3046c2f0c,510008431
John208,johnson209,Female,2093616733,Grace Covell Hall 2,GCH-0274A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69bb61fba64d9cd3046c4202,510008430
John209,johnson210,Female,2094535933,Jessie Ballantyne Hall 3,JEB-0307B,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69bb30583355388a2ffd84d1,510008423
John210,johnson211,Male,2094013855,John Ballantyne Hall 1,JOB-0115A,,,,,,,,,,,,,John Ballantyne Hall 1,Session 1,Housing,69bb28023355388a2ffd7cc3,510008422
John211,johnson212,Female,2093108358,Jessie Ballantyne Hall 1,JEB-0121B,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,69bb2514a64d9cd3046c14e9,510008420
John212,johnson213,Female,2098716814,Grace Covell Hall 2,GCH-0284B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69bb19b73355388a2ffd743d,510008419
John213,johnson214,Male,5625356474,Price House 2,PRH-0216B,,,,,,,,,,,,,Price House 2,Session 1,Housing,69bb1699a64d9cd3046c0b1e,510008417
John214,johnson215,Female,2096415453,Jessie Ballantyne Hall 3,JEB-0307A,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69bb09df3355388a2ffd6bef,510008412
John215,johnson216,Male,2092948105,John Ballantyne Hall 3,JOB-0326B,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,69934e906f06fde8c1226b0b,510008411
John216,johnson217,Female,2097121136,Grace Covell Hall 2,GCH-0269B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69bb0302a64d9cd3046c010d,510008410
John217,johnson218,Male,2094068413,Price House 2,PRH-0214A,,,,,,,,,,,,,Price House 2,Session 1,Housing,69bafdeda64d9cd3046bfe7e,510008408
John218,johnson219,Male,2093356790,Grace Covell Hall 3,GCH-0312A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69bafa26a64d9cd3046bfc79,510008405
John219,johnson220,Female,2099812446,Grace Covell Hall 2,GCH-0272B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69baf9daa64d9cd3046bfc5b,510008404
John220,johnson221,Female,2099387318,Grace Covell Hall 2,GCH-0293B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69baf752a64d9cd3046bf9b0,510008400
John221,johnson222,Female,2096841535,Grace Covell Hall 2,GCH-0210A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69baf3b73355388a2ffd5e24,510008398
John222,johnson223,Male,2094063508,Grace Covell Hall 3,GCH-0324B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69baf3aaa64d9cd3046bf84b,510008397
John223,johnson224,Female,2096876924,Grace Covell Hall 1,GCH-0126B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,69baefc4a64d9cd3046bf5d0,510008391
John224,johnson225,Female,2098506124,Grace Covell Hall 2,GCH-0284A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69a32b03286bff839914b15c,510008387
John225,johnson226,Male,2099196484,Grace Covell Hall 3,GCH-0305B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69ba28a153577901639fedfc,510008386
John226,johnson227,Male,2097019498,Price House 2,PRH-0215B,,,,,,,,,,,,,Price House 2,Session 1,Housing,69ba277ae9377d9b278d2536,510008385
John227,johnson228,Male,2098048610,Price House 2,PRH-0215A,,,,,,,,,,,,,Price House 2,Session 1,Housing,69ba211253577901639fed6a,510008384
John228,johnson229,Female,2099858079,Grace Covell Hall 2,GCH-0235B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69ba0b5453577901639fe896,510008382
John229,johnson230,Female,2099906182,Jessie Ballantyne Hall 3,JEB-0306A,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69b9fdfe53577901639fe548,510008381
John230,johnson231,Male,2099051185,Price House 2,PRH-0214B,,,,,,,,,,,,,Price House 2,Session 1,Housing,69b9fa0853577901639fe2f9,510008380
John231,johnson232,Male,2094048891,Grace Covell Hall 3,GCH-0324A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69862142c716634a058eb21b,510008378
John232,johnson233,Female,2097018290,Grace Covell Hall 1,GCH-0168A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,69b9f21fe9377d9b278d1860,510008377
John233,johnson234,Female,2094242895,Jessie Ballantyne Hall 3,JEB-0306B,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69b9f1cfe9377d9b278d1843,510008376
John234,johnson235,Female,2094018843,Jessie Ballantyne Hall 3,JEB-0313B,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69b61c7b7c7d99ab2e398e58,510008375
John235,johnson236,Male,6505140598,John Ballantyne Hall 3,JOB-0308C,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,69b8829d133130125e4a61d6,510008368
John236,johnson237,Female,2096286300,Eiselen House 2,EIS-0202A,,,,,,,,,,,,,Eiselen House 2,Session 1,Housing,69b87ae1cf73c88174d50145,510008367
John237,johnson238,Male,2094148076,Price House 2,PRH-0207B,,,,,,,,,,,,,Price House 2,Session 1,Housing,69b760e82771314fba5f067a,510008364
John238,johnson239,Female,2095617805,Grace Covell Hall 1,GCH-0119B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,65c25a533f0d0ddee567ea9f,510008362
John239,johnson240,Female,2097518514,Jessie Ballantyne Hall 1,JEB-0125B,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,69b73d059a1d25b7808c6c59,510008361
John240,johnson241,Female,2099388473,Casa Jackson 2,CJK-0208B,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,69b731bb9a1d25b7808c6add,510008359
John241,johnson242,Male,2094055492,Grace Covell Hall 3,GCH-0317B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69b652b27c7d99ab2e3998fa,510008357
John242,johnson243,Female,2093906461,Casa Jackson 3,CJK-0312A,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,69b6460b2814d3df716c2877,510008356
John243,johnson244,Female,2098895150,Casa Jackson 2,CJK-0208C,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,69b6441c7c7d99ab2e399643,510008355
John244,johnson245,Male,2092036108,John Ballantyne Hall 1,JOB-0117A,,,,,,,,,,,,,John Ballantyne Hall 1,Session 1,Housing,69b60cd27c7d99ab2e398a5e,510008351
John245,johnson246,Female,2094140072,Grace Covell Hall 2,GCH-0291A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69b600bc2814d3df716c19a3,510008350
John246,johnson247,Female,2096874269,Grace Covell Hall 1,GCH-0133B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,662476224c6e3ed21cb096b9,510008346
John247,johnson248,Female,2095615606,Casa Jackson 2,CJK-0210B,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,646282137d1d21da41b0f954,510008344
John248,johnson249,Male,2094200409,Price House 1,PRH-0116A,,,,,,,,,,,,,Price House 1,Session 1,Housing,67bfc4151b7c4dc5d71c7fdc,510008343
John249,johnson250,Female,2099932229,Jessie Ballantyne Hall 2,JEB-0224B,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,65be927eaf21930e131150cb,510008341
John250,johnson251,Other,2092071570,Farley House 2,FAR-0205A,,,,,,,,,,,,,Farley House 2,Session 1,Housing,69b5b9212814d3df716c0d34,510008334
John251,johnson252,Female,2099151479,Casa Jackson 3,CJK-0315B,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,696a9c40af475b764200ccca,510008330
John252,johnson253,Male,6507409259,Grace Covell Hall 3,GCH-0395A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69b4f1a528232fac16bedcba,510008327
John253,johnson254,Female,4157866987,Grace Covell Hall 1,GCH-0130B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,69b4ec3328232fac16bedbf9,510008326
John254,johnson255,Male,2099869777,Price House 2,PRH-0204B,,,,,,,,,,,,,Price House 2,Session 1,Housing,69b4ba543b449b2c7a7b5828,510008325
John255,johnson256,Female,2096405771,Jessie Ballantyne Hall 3,JEB-0304B,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69b4493f3b449b2c7a7b2fbe,510008323
John256,johnson257,Female,2097746779,Grace Covell Hall 2,GCH-0274B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,6995508dc6114004fd8ca8b3,510008321
John257,johnson258,Male,2094303188,Grace Covell Hall 1,GCH-0105B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,69b10ccf8e7a542113480dd5,510008319
John258,johnson259,Female,2094537916,Eiselen House 3,EIS-0313B,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,67c4ba47d464e30d4619ccb7,510008318
John259,johnson260,Male,2094235085,John Ballantyne Hall 2,JOB-0215B,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,69b0d6970c17e288024083c1,510008316
John260,johnson261,Female,5104157646,Jessie Ballantyne Hall 3,JEB-0305B,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69b0cbe80c17e28802407c7c,510008313
John261,johnson262,Female,2094569613,Jessie Ballantyne Hall 3,JEB-0305A,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69b06daa1f2ec129fa915a89,510008312
John262,johnson263,Female,2096968100,Ritter House 3,RIT-0308A,,,,,,,,,,,,,Ritter House 3,Session 1,Housing,64389e9c1b63a3e69f8e3d57,510008310
John263,johnson264,Female,2094517063,Eiselen House 3,EIS-0312B,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,69b06cae1f2ec129fa915a27,510008309
John264,johnson265,Male,2096899153,John Ballantyne Hall 1,JOB-0129A,,,,,,,,,,,,,John Ballantyne Hall 1,Session 1,Housing,67c16ca1be2a3d7f14c8e88f,510008307
John265,johnson266,Male,3502283206,Grace Covell Hall 3,GCH-0393B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69af9a8ab20abfa36ad5d175,510008306
John266,johnson267,Male,2098714984,Grace Covell Hall 1,GCH-0100B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,69af895fb20abfa36ad5c581,510008303
John267,johnson268,Male,2096282018,John Ballantyne Hall 1,JOB-0126A,,,,,,,,,,,,,John Ballantyne Hall 1,Session 1,Housing,67fdf042751dc5074f0bc9ea,510008301
John268,johnson269,Female,2095708186,Grace Covell Hall 2,GCH-0262A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,6730e33604438511a0149b0d,510008300
John269,johnson270,Female,2093906226,Jessie Ballantyne Hall 3,JEB-0304A,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69af753db20abfa36ad5b1dc,510008298
John270,johnson271,Female,2098647889,Grace Covell Hall 2,GCH-0299A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69af7142b20abfa36ad5ae32,510008297
John271,johnson272,Female,2099222804,Casa Werner 1,CWA-0112B,,,,,,,,,,,,,Casa Werner 1,Session 1,Housing,6916b9c0fc65c4758274ec73,510008296
John272,johnson273,Female,2096891740,Eiselen House 1,EIS-0113B,,,,,,,,,,,,,Eiselen House 1,Session 1,Housing,69af6b2c0572db7e85c41105,510008294
John273,johnson274,Female,2098511845,Casa Werner 2,CWA-0213B,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,680979b8792d6058f253616f,510008293
John274,johnson275,Male,2099812510,Price House 2,PRH-0213B,,,,,,,,,,,,,Price House 2,Session 1,Housing,69ae433118421ca70ba56f2c,510008288
John275,johnson276,Male,2092921957,Price House 2,PRH-0213A,,,,,,,,,,,,,Price House 2,Session 1,Housing,69ae41db18421ca70ba56ece,510008286
John276,johnson277,Male,2096871715,Price House 3,PRH-0308C,,,,,,,,,,,,,Price House 3,Session 1,Housing,69ad2a49a003146b78f608f9,510008284
John277,johnson278,Female,7253359434,Jessie Ballantyne Hall 2,JEB-0225A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,69aa78fbba2f138f93fd0801,510008281
John278,johnson279,Female,9257949587,Jessie Ballantyne Hall 1,JEB-0108A,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,69a8aba9403004921460c6b5,510008279
John279,johnson280,Male,3502272007,Wemyss Hall 3,WEM-0303B,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,69aa2068b81a4cf62a205cc3,510008274
John280,johnson281,Female,2094609702,Grace Covell Hall 2,GCH-0217B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69a86fea785f09c221f53b06,510008265
John281,johnson282,Male,2096871035,Price House 1,PRH-0113A,,,,,,,,,,,,,Price House 1,Session 1,Housing,69a7252e5d32ceda381939f9,510008252
John282,johnson283,Male,2096706524,Price House 2,PRH-0212B,,,,,,,,,,,,,Price House 2,Session 1,Housing,69a657870a7b08f177ecc9b6,510008247
John283,johnson284,Female,2096705153,Jessie Ballantyne Hall 3,JEB-0303A,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69a6161d9f51cea84e2a11bd,510008246
John284,johnson285,Male,209-479-2117,Price House 2,PRH-0212A,,,,,,,,,,,,,Price House 2,Session 1,Housing,679a870f7f7af28f28fda208,510008245
John285,johnson286,Male,2094266782,Price House 2,PRH-0210B,,,,,,,,,,,,,Price House 2,Session 1,Housing,69a53c509f51cea84e29ae3e,510008243
John286,johnson287,Male,2097948921,Price House 2,PRH-0210A,,,,,,,,,,,,,Price House 2,Session 1,Housing,69a5233e405222995bad8192,510008241
John287,johnson288,Female,2092040335,Jessie Ballantyne Hall 3,JEB-0302B,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,69a4987f4d4b4240ff806917,510008238
John288,johnson289,Female,2096621764,Ritter House 3,RIT-0306B,,,,,,,,,,,,,Ritter House 3,Session 1,Housing,69a48f57b739267f8b713ed4,510008236
John289,johnson290,Male,2092805126,John Ballantyne Hall 3,JOB-0324B,,,,,,,,,,,,,John Ballantyne Hall 3,Session 1,Housing,69a3aeb2405222995bad271e,510008232
John290,johnson291,Male,2096969070,Grace Covell Hall 3,GCH-0379B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,65a7711ba92511cfb15c2334,510008231
John291,johnson292,Male,2096420219,John Ballantyne Hall 2,JOB-0209C,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,69a37937dc7514b6a73208d8,510008230
John292,johnson293,Female,2092769464,Grace Covell Hall 3,GCH-0399A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69a33cbddc7514b6a7320097,510008226
John293,johnson294,Male,2092105854,Wemyss Hall 1,WEM-0113A,,,,,,,,,,,,,Wemyss Hall 1,Session 1,Housing,69a26cdaea6829b3ec04039f,510008220
John294,johnson295,Female,6504600074,Eiselen House 1,EIS-0120A,,,,,,,,,,,,,Eiselen House 1,Session 1,Housing,69a2691eea6829b3ec040326,510008219
John295,johnson296,Male,3502173308,Wemyss Hall 1,WEM-0112B,,,,,,,,,,,,,Wemyss Hall 1,Session 1,Housing,69a25cd2dc7514b6a731e944,510008218
John296,johnson297,Female,7078287660,Eiselen House 3,EIS-0310A,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,69a25fb0ea6829b3ec03feed,510008215
John297,johnson298,Male,2093958527,Wemyss Hall 2,WEM-0210B,,,,,,,,,,,,,Wemyss Hall 2,Session 1,Housing,69a25f36dc7514b6a731ec69,510008214
John298,johnson299,Female,6502558135,Grace Covell Hall 1,GCH-0183B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,69a25e2fdc7514b6a731ea5f,510008213
John299,johnson300,Male,2096218292,Price House 1,PRH-0112A,,,,,,,,,,,,,Price House 1,Session 1,Housing,69a256eadc7514b6a731e45a,510008210
John300,johnson301,Female,2099058028,Jessie Ballantyne Hall 1,JEB-0127B,,,,,,,,,,,,,Jessie Ballantyne Hall 1,Session 1,Housing,69a25298ea6829b3ec03f4b9,510008206
John301,johnson302,Male,2098713912,Price House 2,PRH-0208A,,,,,,,,,,,,,Price House 2,Session 1,Housing,697838743c3ec900fb6946b3,510008203
John302,johnson303,Female,2095189682,Ritter House 3,RIT-0306A,,,,,,,,,,,,,Ritter House 3,Session 1,Housing,699f5f456c052516d360dfb9,510008202
John303,johnson304,Female,2095132447,Jessie Ballantyne Hall 2,JEB-0226A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,69a1e70e73437a974aab8bd1,510008201
John304,johnson305,Male,2093375222,Wemyss Hall 2,WEM-0210A,,,,,,,,,,,,,Wemyss Hall 2,Session 1,Housing,69a1dd0673437a974aab8930,510008200
John305,johnson306,Female,2093954806,Grace Covell Hall 2,GCH-0277A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,69a1ceffda24c978765def08,510008199
John306,johnson307,Female,2092696618,Ritter House 3,RIT-0312B,,,,,,,,,,,,,Ritter House 3,Session 1,Housing,69a11d1e73437a974aab680d,510008194
John307,johnson308,Female,2094268328,Casa Werner 2,CWA-0208C,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,699ff557d256b44934b538ad,510008184
John308,johnson309,Female,2096961272,Eiselen House 3,EIS-0307A,,,,,,,,,,,,,Eiselen House 3,Session 1,Housing,699fbb9cd256b44934b53301,510008183
John309,johnson310,Female,2097922063,Grace Covell Hall 2,GCH-0282B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,699fb711d256b44934b53164,510008182
